1	今日，《捉妖记2》在北京举办了全球首映礼发布会，导演许诚毅携各位主演亮相，在现场各位演员跟大家讲述了自己在拍摄过程中发生的趣事，还和大家分享了自己的过年计划，现场的布置也十分喜庆，放眼望去一片红彤彤的颜色让人感受到了浓浓的年味
1	.胡巴遭遇新危险被“全民追击”.在新发布的预告片当中，胡巴遭到了新妖王的追杀流落人间被梁朝伟收留，与此同时李宇春饰演的钱庄老板也在通缉胡巴，胡巴的处境可谓是“四面楚歌”，不过小胡巴是个幸运的孩子，在逃避追捕的过程中，胡巴跟着新朋友“逃跑专家”笨笨几次死里逃生，没有落到被抓起来关进笼子里的下场~.虽然如此，几次惊险的场面还是看的人们不禁为电影里的小胡巴捏一把汗
1	.白百合、井柏然一家三口再聚首.在《捉妖记2》里白百何和井柏然的战斗力将全面升级，二人时隔三年才与胡巴再度团圆，对于胡巴的爱只增不减，在影片中得知胡巴失踪的消息之后，白百何和井柏然忧心忡忡踏上了寻子之路，为了找到胡巴还请来杨佑宁饰演的天师帮忙
1	.导演许诚毅告诉大家，白百何、井柏然与胡巴一家三口在电影里曲折的团圆经历将会是第二部中最大的看点，在现场白百合、井柏然表示，拍摄和胡巴重逢那一场戏的时候，想到“一家三口”之前的温馨回忆忍不住眼泪就流了下来
1	.梁朝伟演赌棍，跟李宇春爆笑互动.在发布会上谈到自己这次饰演的角色，梁朝伟描述自己在电影中是一个赌徒，这个赌徒虽然是个“老千”，但是并没有赢到很多钱，反而十赌九输、债台高筑，债主遍布人界和妖界，可谓是输的倾家荡产
1	.李宇春在电影中饰演一位“有钱任性”的钱庄老板，而且这个角色还跟梁朝伟饰演的屠四谷上演了一段非常搞笑的“倒追”戏码，二人一个追一个躲，爆笑的互动背后是一段十分纠结的感情
1	.最后一句：.大年初一看胡巴！.
1	赵涛，贾樟柯电影里的专属女主角
1	.从《站台》到《江湖儿女》，从2000年到2018年，十八年一如既往
1	.有人被他们这种秀恩爱的方式甜到，也有人说已经审美疲劳了
1	.作为一名演员，赵涛能拥有这种经历是极其幸运的
1	因为几乎没有人能像她一样，被同一位导演，用电影记录下十八年来的点滴蜕变
1	.因为有了镜头后的贾樟柯，才有了如今镜头前的、逐渐走向戛纳影后殊荣的赵涛
1	.橘子电影X《江湖儿女》赵涛.橘子电影：在《江湖儿女》里，您从20岁一直演到40岁
1	挑战这样的年龄跨度，对您来说是不是很过瘾？.赵涛：真的是很过瘾的事情
1	因为每个人的生命经验都是有限的，演员最吸引我的地方，就是能够让我去体验不同的人生
1	你知道当我看20多岁的剧照，和看40多岁的剧照的时候，我看到她们容颜的改变，看到她们眼睛里面东西的转变，这个是特别吸引我的地方
1	.橘子电影：哪个年龄段的巧巧最吸引您？.赵涛：我倒没有觉得20岁，因为巧巧年轻，所以美丽，或者40岁，巧巧因为已经到了中年，而不美
1	我反倒觉得20岁到40岁的转变过程，让巧巧从容颜上变得更有魅力，更有说服力
1	.橘子电影：为了尽可能地诠释好这种转变，您需要做什么准备？.赵涛：不论是怎样的转变，都需要演员花大量的时间和大量的想像，来把一个人物，让他从无到有，变得立体、丰满，这个创作过程本身是非常吸引人的
1	.我特别喜欢写人物小传
1	从巧巧上幼儿园开始，我把她设定为幼儿园在大同二矿第一幼儿园小班、中班、大班，到了小学就是二矿的第三小，到了中学就是二矿的第几中学，然后一直到她上了艺校，我会一直写到她六、七十岁的状态
1	.当我写完这个完整的人物小传，再来演20多岁和40多岁的巧巧，我觉得不是赵涛进入现场，而是巧巧带着我进入现场，我觉得我的血液里就流着巧巧的血液
1	.橘子电影：您在写人物小传的过程中，会和贾导沟通吗？.赵涛：不会，我会按照自己的想像
1	像大同2001年，我那个时候拍过《任逍遥》，所以对那时候年轻人的状态还是有一点点印象的
1	比如那个时候年轻人都喜欢戴五颜六色的假发，真的就跟鹦鹉一样你知道吗？绿的、黄的、蓝的很多，而且喜欢穿塑料的衣服，喜欢穿那种饱和度特别强，就像巧巧里面穿的那个桃红色的衣服
1	.橘子电影：所以巧巧在《江湖儿女》的装扮，主要是您自己设计的？.赵涛：没有，主要还是导演的想法，因为导演在拍《江湖儿女》之前，他要看大量的素材，要掌握那个时代年轻人的状态
1	.他看了很多自己拍的纪录片，包括大同的纪录片，《狗的状况》，还有很多没有公开的视频
1	他看视频的时候突然发现《任逍遥》里的巧巧，完全可以延续下来
1	在《三峡好人》里，他可能只用了巧巧这个名字，用了巧巧当时穿的衣服，但是像《江湖儿女》里所有的人物，完全是延续了巧巧这个人物，然后根据她去全新创作出来的
1	.橘子电影：平时在生活中关注到一些小细节，会不会和贾导交流？.赵涛：我会说一些
1	比如说突然有一天我在路边等红灯的时候，看到一个男孩子在路边抱着一束鲜花，我就会想到他在期待着谁来，会想到那女孩子看到这束花、看到他的时候是什么状态，我生活里边经常会有这种想法，我很喜欢观察人
1	.当我看到突然某一些很感动的时候，我就给他打电话，说我刚才看到一个画面，有个男孩子拿了一束花，我觉得好感动啊，他就说行，知道了
1	因为他很忙，我也知道，但是我很喜欢有这样一些小的交流
1	.橘子电影：在《江湖儿女》片场，贾导会给您自由发挥的空间吗？.赵涛：我很喜欢用一些细节的东西来帮助自己的表演
1	比如在《江湖儿女》里，巧巧在船上丢了钱包，下船之后就把双肩包背在前面了
1	我觉得不论是角色巧巧，还是赵涛，我身在异乡，钱多了之后我这个包必须背在前边去
1	.再比如说那个矿泉水瓶
1	其实在《三峡好人》里，导演就让我用这个矿泉水瓶，但因为我那时候对人物了解得不是很深刻，所以不太明确这个矿泉水瓶的意义在什么地方
1	导演就告诉我，他希望《三峡好人》里的沈红像一个现代的游侠，游侠一定有武器的，她就把矿泉水瓶当做她的武器
1	.而到了《江湖儿女》里，我反倒觉得在三峡那一部分的时候，巧巧特别像我想像中的一个侠女，为了自己的爱情去寻夫
1	我就建议说，可不可以用到这个矿泉水瓶
1	因为巧巧作为身处异乡的一个外来人，她在没有钱，吃不上饭的情况下，这个水是一定要喝的，所以她要不停地有这个喝水的动作
1	另一方面，我想延续《三峡好人》里那种侠女的状态，这是我自己对她的一个想像
1	当我把这个提议给到导演的时候，导演说可以，没问题
1	.橘子电影：这个矿泉水瓶还发挥了什么作用？.赵涛：没想到之后有很多矿泉水瓶的细节帮助了我
1	比如我去大学生办公室找他的时候，那个感应门一直关来关去，我都急死我了
1	它不是我们设置的，那个门就是那样子的，你踩不到对点，它就定不住
1	所以每一次它就要快合上的时候，我就特别着急，赶紧把瓶子怼过去，因为我怕对面那个演员听不到我讲话
1	当时我这一怼，导演说特别好，要保留
