1	春天来了，橘子君发现街头上的妹子们也都轻装了不少，感觉新一轮换装正在悄无声息的开始着，“穿什么”这个课题又来了，有句话是这么说的：时尚潮人的季节总是来得很早，今天咱们就来看看那些已经穿上早春装的达人们都剁手了些什么单品吧！.look1.低调灰色针织高领衫外套一件红色连体裤，手拿米色手包，脚踩黑色平底鞋，足够闪亮街头
1	.推荐单品：红色连体裤.look2.灰色针织衫搭配一套牛仔单品和拼接短靴，夸张的耳环更是增添了几分帅气在
1	.推荐单品：牛仔套装.look3.纯色衬衫与条纹衬衫叠穿出的层次感很强，搭配上格纹不规则裁剪半裙视觉上更有冲击力了
1	.推荐单品：格纹不规则半裙.look4.牛仔高领衫外搭彩色条纹外套，下身配上简约牛仔裤与小皮鞋，多彩也醒目
1	.推荐单品：彩色条纹外套.look5.T恤混搭印花纱裙休闲不失女人味儿，但披上一件西装外套后就会有一种强大的气场在了
1	.推荐单品：印花纱裙.look6.黑色高领衫配一字肩风衣、白色九分裤和高跟鞋，一整套给人的感觉就是简约经典，但却是时髦的
1	.推荐单品：一字肩风衣.look7.黄色卫衣与牛仔裤的搭配是轻松休闲的，米色风衣搭配上后丰富了整体层次感也让黑色高跟鞋更和谐的融合了
1	.推荐单品：黄色卫衣.look8.水洗蓝牛仔裤与印花丝质衬衫是最经典的早春装搭配方法，简单也很容易吸睛
1	.推荐单品：印花丝质衬衫.look9.格纹西装套装内搭粉色衬衫给英伦范儿的套装中多了一丝跳跃在，整体瞬间就活泼了许多
1	.推荐单品：粉色衬衫.look10.拼接风衣、棒球帽与漆皮靴子的look是橘子君很喜欢的造型，休闲舒适的同时也能很有风度在
1	.推荐单品：拼接风衣.最后一句.你对哪件单品中毒了？.
1	又到了难熬的周三啦，不发点福利怎么能行呢！今天橘子君就来发出凌潇肃的亲笔签名玩偶啦~在开奖前先来再看看他的机场帅照吧！.上周本君在北京机场见到了他！这次现身机场的凌潇肃是来参加一个盛大的时尚活动，虽然行程忙碌，但看的出他的状态依旧是很好的！.当天他身穿一套休闲运动装，脚踩运动鞋，放松也随性，带着黑超的模样还有几分冷酷在，而现在也升级做了父亲的他更是格外的有魅力了！.虽然单品都是简单的基本款，但衣服上的闪电图案也在视觉上丰富了不少~.当然，对于北京的冬季他还是很注意保暖的，一出机场就穿上了黑色的棉服大衣，同样都是暗色系，不仅温暖也帅气的很低调！.好啦，现在就来开奖吧，这次能抱走签名玩偶的幸运儿就是~.当当当~『意式高风』小橘子啦▼.获奖的小橘子快把地址发送到j_apple518@163.com吧，橘子君会尽快给你寄出玩偶的！记得发送地址时把自己的app个人主页截图哦，以防发错奖品！.最后一句.橘子君要告诉大家现在我们的官微正式更名为【橘子时尚Juzi-Fashion】啦！大家还要继续关注我们的官微哦！.
1	最近都在忙着拍戏的易烊千玺在双二十这天再次出现在荧幕前了，他在当天晚上和王俊凯一起参加了双十二的晚会，这次的现身他也带来了精彩的表演，除了自己solo歌曲外，还与王俊凯演唱了《萤火》
1	.少年一身牛仔酷装格外活力满满，向来冷冷的千玺，拿起麦唱起慢歌来也是深情的很呢有木有？.这次的造型更像平时的他，一件刺绣牛仔外套内搭字母白T恤，蓝白调的组合随性也青春，17岁花季的模样在他身上都有出现~.千玺身穿的外搭牛仔衣是来自DSQUARED2 2018春夏系列的，刺绣算是这件外衣最大的亮点了
1	.字母白T恤是MOSCHINO 2018春夏系列白色COUTURE的，没有多余的设计，简单干净很清爽
1	.不过别以为他这次告别了破洞裤，一眼看去，千玺同学这次的破洞裤可是升级版本的，这条来自VivienneWestwood的裤子真是太有个性了，黑色与牛仔拼接，破洞的地方也是采用了牛仔的破洞，看上去有种两条裤子合并的感觉
1	.当然背面也是亮点满满，裤子一边的小腿上也有做了破洞的设计，果然是大佬的style~.而最后搭配整体的鞋子也是时髦的很，来自GoldenGooseDeluxeBrand家的小脏鞋~怎么样，这套look你给打几分呢？.最后一句.大男孩又帅气了哦~.（图片来自@易烊千玺后援会官博，如有侵权，请联系橘子君）.
1	距离上次播剧盛一伦也是好久不见了，这次他登上了风度mensuno Young的杂志封面，而相比之前那个印象里安静的暖男模样，这次登上杂志的造型可以说是颠覆了！.从头开始，利落帅气的短发这次接上了长发，不羁的感觉还有带着单边的耳环！在朦胧的气氛下盛一伦一身运动装与风衣混搭的造型气场十足，个性也带着霸气的气息！.随后两套正装look则是旧时髦感很强，灰色西装内搭印花衬衫，绅士中带着一丝异域感在，而另一套则是满满的复古感，阔腿西裤配高领衫，安静的环境里给人一种神秘气息在
1	.向来很难驾驭的Polo衫配上这个造型再戴上宽檐帽在这个场景里也别有一番意境在！.而相对休闲的look形象混搭起毛皮靴和领带这些单品来彰显出了个性与年轻的态度！.不得不说这组大片让我们看到了不一样的盛一伦的一面！.最后一句.期待更多的不一样啦~.
1	12月14日，莱绅通灵珠宝（Leysen1855）在京举行盛大的企业战略发布会，回顾上市一周年表现并展望即将到来的2018年，宣布股票简称正式由“通灵珠宝”变更为“莱绅通灵（603900）”
1	整场发布会尽显“王室的力量”，莱绅通灵品牌首席时尚官唐嫣首次佩戴古董王冠华美亮相，公司董事长兼CEO沈东军身着莱绅通灵“王室工服”英姿飒爽，Leysen家族第五代及第六代传人细述品牌王室渊源，另有时尚集团总裁苏芒与比利时驻华大使馆公使衔参赞马克文先生亲临现场，一同见证“王室珠宝第一股”的诞生
1	. 唐嫣首次配戴古董王冠. 去年11月，通灵珠宝作为沪市珠宝IPO第一股正式登陆资本市场，如今一年过去，公司不仅在业绩上持续高涨，更是通过收购迄今已有162年历史的比利时王室珠宝供应商Leysen1855荣升王室珠宝品牌
1	. 而要说什么最能代表王室珠宝，那一定是象征王室至高权力的王冠
1	今日，在莱绅通灵战略发布会现场，两顶陈列于展台的璀璨王冠首先吸引了众位来宾的目光
1	其中一顶复刻自Leysen1855于1926年为比利时王室制作的传奇珠宝——“九省王冠”，这顶王冠至今已见证四代王后的加冕
1	另一顶则复刻自今年芭莎明星慈善夜上吸引了包括范冰冰在内的众星竞拍的“Leysen1855钻石王冠”，这顶王冠最终以700万元的价格被一位爱心人士拍下
1	. 然而，今天最大的明星并非这两顶王冠
